week_start,BrandMedia_Addressable/Linear_Spends,BrandMedia_ConnectedTV_Spends,BrandMedia_Default_Spends,BrandMedia_Display_Spends,BrandMedia_LiveStreamVideo_Spends,BrandMedia_OOH_Spends,BrandMedia_Radio_Spends,BrandMedia_Social_Spends,BrandMedia_TotalDigitalVideo_Spends,NonPaid_Apps_Leads,NonPaid_Apps_Visits,NonPaid_Direct_Leads,NonPaid_Direct_Visits,NonPaid_Email_Leads,NonPaid_Email_Visits,NonPaid_OtherProperties_Leads,NonPaid_OtherProperties_Visits,NonPaid_SEO_Leads,NonPaid_SEO_Visits,PerformanceMedia_App_Spends,PerformanceMedia_Display_Leads,PerformanceMedia_Display_Spends,PerformanceMedia_Display_Visits,PerformanceMedia_PaidSearch_Leads,PerformanceMedia_PaidSearch_Spends,PerformanceMedia_PaidSearch_Visits,PerformanceMedia_Partner_Leads,PerformanceMedia_Partner_Visits,PerformanceMedia_Partners_Spends,Total_DeseasonalizedMarketplace_Revenue,Total_Marketplace_SeasonalIndex,Total_Total_Visits
2026/4/21,9677.419355,147132.8754,0,0,0,9017.096774,1652.343226,22319.78757,83466.19758,80100.33333,2684710.28,72329.78495,2927557.387,11458.93548,195651.6559,48308.0914,1075326.075,39781.22581,2675981.382,201199.9503,25800.03226,350540.8216,1502957.683,44100.63978,787571.1426,1265933.71,17844.15591,255845.4032,190119.4922,8693605.596,0.907550215,11508637.5
2003/5/21,33870.96774,166718.6202,0,0,0,31559.83871,5783.20129,14639.52903,52476.30943,78190,2565295.645,70848.58065,2799581.355,11304.77419,195707.129,45661.90323,1034410.097,37111.29032,2538527.419,196246.5761,29970.6129,361926.1213,1579341.806,41579.32258,774428.1684,1209525.484,18887.12903,259367.1613,210368.7442,8511064.648,0.907550215,11147346
2010/5/21,33870.96774,166718.6202,0,0,0,31559.83871,5783.20129,14639.52903,52476.30943,78190,2565295.645,70848.58065,2799581.355,11304.77419,195707.129,45661.90323,1034410.097,37111.29032,2538527.419,196246.5761,29970.6129,361926.1213,1579341.806,41579.32258,774428.1684,1209525.484,18887.12903,259367.1613,210368.7442,8511064.648,0.907550215,11147346
2017/5/21,33870.96774,166718.6202,0,0,0,31559.83871,5783.20129,14639.52903,52476.30943,78190,2565295.645,70848.58065,2799581.355,11304.77419,195707.129,45661.90323,1034410.097,37111.29032,2538527.419,196246.5761,29970.6129,361926.1213,1579341.806,41579.32258,774428.1684,1209525.484,18887.12903,259367.1613,210368.7442,8511064.648,0.907550215,11147346
2024/5/21,33870.96774,166718.6202,0,0,0,31559.83871,5783.20129,14639.52903,52476.30943,78190,2565295.645,70848.58065,2799581.355,11304.77419,195707.129,45661.90323,1034410.097,37111.29032,2538527.419,196246.5761,29970.6129,361926.1213,1579341.806,41579.32258,774428.1684,1209525.484,18887.12903,259367.1613,210368.7442,7937196.552,0.9731671,11147346
1931/5/21,80617.90968,151732.943,0,4000,14000,24360.09639,826.1716129,36869.75329,38968.66057,11170,2411000.406,10121.22581,2883991.194,1614.967742,161192.9613,6523.129032,989293.271,5301.612903,2465527.574,28035.22516,4281.516129,51703.73161,1421700.258,5939.903226,110632.5955,1147957.755,2698.16129,233429.6516,30052.67774,8174248.556,0.9731671,10724799.8
2007/6/21,88409.06667,149235.3301,0,4666.666667,16333.33333,23160.13933,0,40574.79067,36717.38576,,2385284.533,,2898059.5,,155440.6,,981773.8,,2453360.933,,,,1395426.667,,,1137696.467,,229106.7333,,8213757.223,0.9731671,10654375.43
2014/6/21,88409.06667,149235.3301,0,4666.666667,16333.33333,23160.13933,0,40574.79067,36717.38576,,2385284.533,,2898059.5,,155440.6,,981773.8,,2453360.933,,,,1395426.667,,,1137696.467,,229106.7333,,8213757.223,0.9731671,10654375.43
2021/6/21,88409.06667,149235.3301,0,4666.666667,16333.33333,23160.13933,0,40574.79067,36717.38576,,2385284.533,,2898059.5,,155440.6,,981773.8,,2453360.933,,,,1395426.667,,,1137696.467,,229106.7333,,8213757.223,0.9731671,10654375.43
2028/6/21,37889.6,63957.99861,0,2000,7000,9925.774,0,17389.196,15736.02247,,1022264.8,,1242025.5,,66617.4,,420760.2,,1051440.4,,,,598040,,,487584.2,,98188.6,,3695019.893,0.927119497,4566160.9
